Article ID,Article URL,Title,Journal,Authors,Abstract,predict(:)
92357204,https://sysrev.com/p/121730/article/92357204,A Successful Multifaceted Trial to Improve Hypertension Control in Primary Care: why Did it Work?,Journal of general internal medicine,"Margolis, KL; Asche, SE; Bergdall, AR; Dehmer, SP; Maciosek, MV; Nyboer, RA; O'Connor, PJ; Pawloski, PA; Sperl-Hillen, JM; Trower, NK; et al.","Background: It is important to understand which components of successful multifaceted interventions are responsible for study outcomes, since some components may be more important contributors to the intervention effect than others. Objective: We conducted a mediation analysis to determine which of seven factors had the greatest effect on change in systolic blood pressure (BP) after 6 months in a trial to improve hypertension control. Design: The study was a preplanned secondary analysis of a cluster‐randomized clinical trial. Eight clinics in an integrated health system were randomized to provide usual care to their patients (n = 222), and eight were randomized to provide a telemonitoring intervention (n = 228). Participants: Four hundred three of 450 trial participants completing the 6‐month follow‐up visit were included. Interventions: Intervention group participants received home BP telemonitors and transmitted measurements to pharmacists, who adjusted medications and provided advice to improve adherence to medications and lifestyle modification via telephone visits. Main measures: Path analytic models estimated indirect effects of the seven potential mediators of intervention effect (defined as the difference between the intervention and usual care groups in change in systolic BP from baseline to 6 months). The potential mediators were change in home BP monitor use, number of BP medication classes, adherence to BP medications, physical activity, salt intake, alcohol use, and weight. Key Results: The difference in change in systolic BP was 11.3 mmHg. The multivariable mediation model explained 47 % (5.3 mmHg) of the intervention effect. Nearly all of this was mediated by two factors: an increase in medication treatment intensity (24 %) and increased home BP monitor use (19 %). The other five factors were not significant mediators, although medication adherence and salt intake improved more in the intervention group than in the usual care group. Conclusions: Most of the explained intervention effect was attributable to the combination of self‐monitoring and medication intensification. High adherence at baseline and the relatively low intensity of resources directed toward lifestyle change may explain why these factors did not contribute to the improvement in BP.",
92357206,https://sysrev.com/p/121730/article/92357206,Medication therapy management after hospitalization in CKD: A randomized clinical trial,Clin. J. Am. Soc. Nephrol.,"Tuttle, K.R.; Alicic, R.Z.; Short, R.A.; Neumiller, J.J.; Gates, B.J.; Daratha, K.B.; Barbosa-Leiker, C.; McPherson, S.M.; Chaytor, N.S.; Dieter, B.P.; Setter, S.M.; Corbett, C.F.","Background and objectives CKD is characterized by remarkably high hospitalization and readmission rates. Our study aim was to test a medication therapy management intervention to reduce subsequent acute care utilization. Design, setting, participants, & measurements The CKD Medication Intervention Trial was a single-blind (investigators), randomized clinical trial conducted at Providence Health Care in Spokane, Washington. Patients with CKD stages 3–5 not treated by dialysis who were hospitalized for acute illness were recruited. The intervention was designed to improve posthospitalization care by medication therapy management. A pharmacist delivered the intervention as a single home visit within 7 days of discharge. The intervention included these fundamental elements: comprehensive medication review, medication action plan, and a personal medication list. The primary outcome was a composite of acute care utilization (hospital readmissions and emergency department and urgent care visits) for 90 days after hospitalization. Results Baseline characteristics of participants (n=141) included the following: age, 69±11 (mean±SD) years old women, 48% (67 of 141) diabetes, 56%(79 of 141) hypertension, 83% (117 of 141) eGFR, 41±14 ml/min per 1.73 m2 (serum creatinine–based Chronic Kidney Disease Epidemiology Collaboration equation) and urine albumin-to-creatinine ratio median, 43 mg/g (interquartile range, 8–528) creatinine. The most common primary diagnoses for hospitalization were the following: cardiovascular events, 36% (51 of 141); infections, 18% (26 of 141); and kidney diseases, 12% (17 of 141). The primary outcome occurred in 32 of 72 (44%) of the medication intervention group and 28 of 69 (41%) of those in usual care (log rank P=0.72). For only hospital readmission, the rate was 19 of 72 (26%) in the medication intervention group and 18 of 69 (26%) in the usual care group (log rank P=0.95). There was no between-group difference in achievement of guideline-based goals for use of renin-angiotensin system inhibition or for BP, hemoglobin, phosphorus, or parathyroid hormone. Conclusions Acute care utilization after hospitalization was not reduced by a pharmacist-led medication therapy management intervention at the transition from hospital to home.",
92357207,https://sysrev.com/p/121730/article/92357207,"Using Indian Health Service (IHS) counseling techniques in an independent community pharmacy to improve adherence rates among patients with diabetes,  hypertension, or hyperlipidemia.",J Am Pharm Assoc (2003),"Colvin, Natasha N.; Mospan, Cortney M.; Buxton, Jennifer A.; Waggett, John Davie; Gillette, Chris","OBJECTIVES: To 1) identify barriers to medication adherence and 2) examine the relationship between the Indian Health Service (IHS) 3 prime questions and  medication adherence in patients with diabetes, hypertension, or hyperlipidemia  before and 6 months after intervention. METHODS: This quasi-experimental study  evaluated the effectiveness of an adherence program at an independent community  pharmacy. Patients who met inclusion criteria were telephoned monthly to answer  questions related to their medications. Patients served as their own controls to  show comparison between pre- and postintervention adherence rates calculated  according to proportion of days covered over the previous 6 months. Mean  medication adherences before and after intervention were assessed via paired t  test. Linear regression was used to analyze predictors of average medication  adherence. The Charlson Comorbidity Index was used to measure the impact of  comorbid conditions on medication adherence. RESULTS: Fifty-six of 354 patients  met inclusion criteria, consented, and completed the study. The percentage of  patients achieving an adherence rate of 80% or more increased from 9% initially  to 59% at study completion. Each medication class showed improvement in adherence  rates: diabetes from 66.24% to 80.06% (P = 0.0153), hypertension from 72.33% to  81.34% (P = 0.0192), and hyperlipidemia from 64.45% to 74.66% (P = 0.0103).  Overall, average medication adherence increased by 11% (P < 0.0001). The top  patient-reported barrier to adherence was convenience/forgetfulness (46.43%).  CONCLUSION: Pharmacist-led counseling sessions with the use of the 3 prime  questions showed short-term improvement in adherence rates among patients  participating in a medication adherence program. Future studies should assess if  improved adherence is sustained long-term following active intervention.",
92357210,https://sysrev.com/p/121730/article/92357210,A Markov model of the cost-effectiveness of pharmacist care for diabetes in prevention of cardiovascular diseases: evidence from Kaiser Permanente Northern  California.,J Manag Care Pharm,"Yu, Junhua; Shah, Bijal M.; Ip, Eric J.; Chan, James","BACKGROUND: It has been demonstrated in previous studies that pharmacist management of patients with type 2 diabetes mellitus (T2DM) in the outpatient  setting not only improves diabetes-related clinical outcomes such as hemoglobin  A1c but also blood pressure (BP), total cholesterol (TC), and quality of life.  Improved control of BP and TC has been shown to reduce the risks of  cardiovascular disease (CVD), which has placed a heavy economic burden on the  health care system. However, no study has evaluated the cost-effectiveness of  pharmacist intervention programs with respect to the long-term preventive effects  on CVD outcomes among T2DM patients. OBJECTIVES: To (a) quantify the long-term  preventive effects of pharmacist intervention on CVD outcomes among T2DM patients  using evidence from a matched cohort study in the outpatient primary care setting  and (b) assess the relative cost-effectiveness of adding a clinical pharmacist to  the primary care team for the management of patients with T2DM based on  improvement in CVD risks with the aid of an economic model. METHODS: Clinical  data between the periods of June 2007 to February 2010 were collected from  electronic medical records at 2 separate clinics at Kaiser Permanente (KP)  Northern California, 1 with primary care physicians only (control group) and the  other with the addition of a pharmacist (enhanced care group). Patients in the  enhanced care group were matched 1:1 with patients in the control group according  to baseline characteristics that included age, gender, A1c, and Charlson  comorbidity score. The estimated 10-year CVD risk for both groups was calculated  by the United Kingdom Prospective Diabetes Study (UKPDS) Risk Engine (version 2)  based on age, sex, race, smoking status, atrial fibrillation, duration of  diabetes, levels of A1c, systolic BP (SBP) and TC, and high-density lipoprotein  cholesterol (HDL-C) observed at 12 months. There was no statistical difference in  the baseline clinical inputs to the Risk Engine (A1c [P=0.115], SBP [P=0.184], TC  [P=0.055], and HDL-C [P=0.475]) between the 2 groups. A Markov model was  developed to simulate the estimated CVD outcomes over 10 years and to estimate  cost-effectiveness. The final outcomes examined included incremental cost and  effectiveness measured by life years and per quality-adjusted life year gained.  Both deterministic sensitivity analysis (SA) and probabilistic SA were conducted  to examine the robustness of the results. RESULTS: The estimated risks for  coronary heart disease (CHD) and stroke (both nonfatal and fatal) at the end of  the follow-up were consistently lower in the enhanced care group compared with  the control group, even though baseline risks in both groups were similar. The  absolute risk reduction (ARR) between the enhanced care and control groups  increased over time. For example, the ARR for nonfatal CHD risk in year 1 was  0.5% (1.2% vs. 0.7%), whereas the ARR increased to 5.5% in year 10 (14.8% vs.  9.3%). Similarly, the ARR between the enhanced care and the control groups was  calculated as 0.3% for fatal CHD in year 1 and increased to 4.6% in year 10.  Results from the Markov model suggest that the enhanced care group was shown to  be a dominant strategy (less expensive and more effective) compared with the  control group in the 10-year evaluation period in the base-case (average or mean  results) scenario. Sensitivity analysis that took into account the uncertainty in  all important variables, such as wage of pharmacists, utility weight (the degree  of preference individuals have for a particular health state or condition),  response rate to pharmacists' care, and uncertainty associated with the estimated  10 years of CVD risk, revealed that the relative value of enhanced care was  robust to most of the variations in these parameters. Notably, the level of  cost-effectiveness measured by net monetary value depends on the time horizon  adopted by the payers and the magnitude of CVD risk reduction. The enhanced care  group has a higher chance of being considered as a cost-effective strategy when a  longer time horizon such as a minimum of 4 to 5 years is adopted. CONCLUSIONS:  Adding pharmacists to the health care management team for diabetic patients  improves the long-term CVD risks. The longer-term CVD risk reductions were shown  to be more dramatic than the short-term reduction. A longer time horizon adopted  by health plans in managing T2DM patients has a higher probability of making the  intervention cost-effective.",
92357215,https://sysrev.com/p/121730/article/92357215,Costs and effectiveness of pharmacist-led group medical visits for type-2 diabetes: A multi-center randomized controlled trial.,PLoS One,"Wu, Wen-Chih; Taveira, Tracey H.; Jeffery, Sean; Jiang, Lan; Tokuda, Lisa; Musial, Joanna; Cohen, Lisa B.; Uhrle, Fred","OBJECTIVES: The effectiveness and costs associated with addition of pharmacist-led group medical visits to standard care for patients with Type-2  Diabetes Mellitus (T2DM) is unknown. METHODS: Randomized-controlled-trial in  three US Veteran Health Administration (VHA) Hospitals, where 250 patients with  T2DM, HbA1c >7% and either hypertension, active smoking or hyperlipidemia were  randomized to either (1) addition of pharmacist-led group-medical-visits or (2)  standard care alone for 13 months. Group (4-6 patients) visits consisted of  2-hour, education and comprehensive medication management sessions once weekly  for 4 weeks, followed by quarterly visits. Change from baseline in cardiovascular  risk estimated by the UKPDS-risk-score, health-related quality-of-life (SF36v)  and institutional healthcare costs were compared between study arms. RESULTS:  After 13 months, both groups had similar and significant improvements from  baseline in UKPDS-risk-score (-0.02 ±0.09 and -0.04 ±0.09, group visit and  standard care respectively, adjusted p<0.05 for both); however, there was no  significant difference between the study arms (adjusted p = 0.45). There were no  significant differences on improvement from baseline in A1c,  systolic-blood-pressure, and LDL as well as health-related quality-of-life  measures between the study arms. Compared to 13 months prior, the increase in  per-person outpatient expenditure from baseline was significantly lower in the  group visit versus the standard care arm, both during the study intervention  period and at 13-months after study interventions. The overall VHA healthcare  costs/person were comparable between the study arms during the study period (p =  0.15); then decreased by 6% for the group visit but increased by 13% for the  standard care arm 13 months post-study (p<0.01). CONCLUSIONS: Addition of  pharmacist-led group medical visits in T2DM achieved similar improvements from  baseline in cardiovascular risk factors than usual care, but with reduction in  the healthcare costs in the group visit arm 13 months after completion compared  to the steady rise in cost for the usual care arm. TRIAL REGISTRATION:  NCT00554671 ClinicalTrials.gov.",
92357217,https://sysrev.com/p/121730/article/92357217,Simultaneous Risk Factor Control Using Telehealth to slOw Progression of Diabetic Kidney Disease (STOP-DKD) study: protocol and baseline characteristics of a randomized controlled trial,Contemporary clinical trials,"Diamantidis, CJ; Bosworth, HB; Oakes, MM; Davenport, CA; Pendergast, JF; Patel, S; Moaddeb, J; Barnhart, HX; Merrill, PD; Baloch, K; et al.","Diabetic kidney disease (DKD) is the leading cause of end‐stage kidney disease (ESKD) in the United States. Multiple risk factors contribute to DKD development, yet few interventions target more than a single DKD risk factor at a time. This manuscript describes the study protocol, recruitment, and baseline participant characteristics for the Simultaneous Risk Factor Control Using Telehealth to slOw Progression of Diabetic Kidney Disease (STOP‐DKD) study. The STOP‐DKD study is a randomized controlled trial designed to evaluate the effectiveness of a multifactorial behavioral and medication management intervention to mitigate kidney function decline at 3 years compared to usual care. The intervention consists of up to 36 monthly educational modules delivered via telephone by a study pharmacist, home blood pressure monitoring, and medication management recommendations delivered electronically to primary care physicians. Patients seen at seven primary care clinics in North Carolina, with diabetes and [1] uncontrolled hypertension and [2] evidence of kidney dysfunction (albuminuria or reduced estimated glomerular filtration rate [eGFR]) were eligible to participate. Study recruitment completed in December 2014. Of the 281 participants randomized, mean age at baseline was 61.9; 52% were male, 56% were Black, and most were high school graduates (89%). Baseline co‐morbidity was high‐ mean blood pressure was 134/76 mmHg, mean body mass index was 35.7 kg/m2, mean eGFR was 80.7 ml/min/1.73 m2, and mean glycated hemoglobin was 8.0%. Experiences of recruiting and implementing a comprehensive DKD program to individuals at high risk seen in the primary care setting are provided. Trial Registration:NCT01829256.",
92357220,https://sysrev.com/p/121730/article/92357220,Cost-Effectiveness Analysis of a Pharmacist-Led Medication Therapy Management Program: Hypertension Management.,Value Health,"Schultz, Bob G.; Tilton, Jessica; Jun, Julie; Scott-Horton, Tiffany; Quach, Danny; Touchette, Daniel R.","OBJECTIVES: Uncontrolled hypertension is a common cause of cardiovascular disease, which is the deadliest and costliest chronic disease in the United  States. Pharmacists are an accessible community healthcare resource and are  equipped with clinical skills to improve the management of hypertension through  medication therapy management (MTM). Nevertheless, current reimbursement models  do not incentivize pharmacists to provide clinical services. We aim to  investigate the cost-effectiveness of a pharmacist-led comprehensive MTM clinic  compared with no clinic for 10-year primary prevention of stroke and  cardiovascular disease events in patients with hypertension. METHODS: We built a  semi-Markov model to evaluate the clinical and economic consequences of an MTM  clinic compared with no MTM clinic, from the payer perspective. The model was  populated with data from a recently published controlled observational study  investigating the effectiveness of an MTM clinic. Methodology was guided using  recommendations from the Second Panel on Cost-Effectiveness in Health and  Medicine, including appropriate sensitivity analyses. RESULTS: Compared with no  MTM clinic, the MTM clinic was cost-effective with an incremental  cost-effectiveness ratio of $38 798 per quality-adjusted life year (QALY) gained.  The incremental net monetary benefit was $993 294 considering a  willingness-to-pay threshold of $100 000 per QALY. Health-benefit benchmarks at  $100 000 per QALY and $150 000 per QALY translate to a 95% and 170% increase from  current reimbursement rates for MTM services. CONCLUSIONS: Our model shows  current reimbursement rates for pharmacist-led MTM services may undervalue the  benefit realized by US payers. New reimbursement models are needed to allow  pharmacists to offer cost-effective clinical services.",
92357221,https://sysrev.com/p/121730/article/92357221,Physician-Pharmacist Collaborative Management: Narrowing the Socioeconomic Blood Pressure Gap.,Hypertension,"Anderegg, Maxwell D.; Gums, Tyler H.; Uribe, Liz; Coffey, Christopher S.; James, Paul A.; Carter, Barry L.","Physician-pharmacist collaboration improves blood pressure, but there is little information on whether this model can reduce the gap in healthcare disparities.  This trial involved 32 medical offices in 15 states. A clinical pharmacist was  embedded within each office and made recommendations to physicians and patients  in intervention offices. The purpose of the present analysis was to evaluate  whether the pharmacist intervention could reduce healthcare disparities by  improving blood pressure in high-risk racial and socioeconomic subjects compared  with the control group. The analyses in minority subjects were prespecified  secondary analyses, but all other comparisons were secondary, post hoc analyses.  The 9-month visit was completed by 539 patients: 345 received the intervention,  and 194 were in the control group. Following the intervention, mean systolic  blood pressure was found to be 7.3 mm Hg (95% confidence interval 2.4, 12.3)  lower in subjects from racial minority groups who received the intervention  compared with the control group (P=0.0042). Subjects with ≤12 years of education  in the intervention group had a systolic blood pressure 8.1 mm Hg (95% confidence  interval 3.2, 13.1) lower than the control group with lower education (P=0.0001).  Similar reductions in blood pressure occurred in patients with low incomes, those  receiving Medicaid, or those without insurance. This study demonstrated that a  pharmacist intervention reduced racial and socioeconomic disparities in the  treatment of blood pressure. Although disparities in blood pressure were reduced  by the intervention, there were still nonsignificant gaps in mean systolic blood  pressure when compared with intervention subjects not at risk. CLINICAL TRIAL  REGISTRATION: URL: http://clinicaltrials.gov. Unique identifier: NCT00935077.",
92357223,https://sysrev.com/p/121730/article/92357223,Improving refill adherence and hypertension control in black patients: Wisconsin TEAM trial.,J Am Pharm Assoc (2003),"Svarstad, Bonnie L.; Kotchen, Jane Morley; Shireman, Theresa I.; Brown, Roger L.; Crawford, Stephanie Y.; Mount, Jeanine K.; Palmer, Pamela A.; Vivian, Eva M.; Wilson, Dale A.","OBJECTIVE: To assess the effectiveness and sustainability of a 6-month Team Education and Adherence Monitoring (TEAM) intervention for black patients with  hypertension in community chain pharmacies. DESIGN: Cluster randomized trial.  SETTING: 28 chain pharmacies (14 TEAM and 14 control) in five Wisconsin cities  from December 2006 to February 2009. PARTICIPANTS: 576 black patients with  hypertension. INTERVENTION: Trained pharmacist-technician teams implemented a  6-month intervention using scheduled visits, Brief Medication Questionnaires  (BMQs), and novel toolkits for facilitating medication adherence and pharmacist  feedback to patients and physicians. Control participants received patient  information only. MAIN OUTCOME MEASURES: Refill adherence (≥80% days covered) and  changes in systolic blood pressure (SBP), diastolic blood pressure, and blood  pressure control using blinded assessments at 6 and 12 months. RESULTS: At  baseline, all patients had blood pressure of 140/90 mm Hg or more. Of those  eligible, 79% activated the intervention (mean 4.25 visits). Compared with  control participants at 6 months, TEAM participants achieved greater improvements  in refill adherence (60% vs. 34%, P < 0.001), SBP (-12.62 vs. -5.31 mm Hg, P <  0.001), and blood pressure control (50% vs. 36%, P = 0.01). Six months after  intervention discontinuation, TEAM participants showed sustained improvements in  refill adherence ( P < 0.001) and SBP ( P = 0.004), though the difference in  blood pressure control was not significant ( P < 0.05) compared with control  participants. Analysis of intervention fidelity showed that patients who received  the full intervention during months 1 through 6 achieved significantly greater 6-  and 12-month improvements in refill adherence and blood pressure control compared  with control participants. CONCLUSION: A team-based intervention involving  community chain pharmacists, pharmacy technicians, and novel toolkits led to  significant and sustained improvements in refill adherence and SBP in black  patients with hypertension.",
92357224,https://sysrev.com/p/121730/article/92357224,The Cardiovascular Intervention Improvement Telemedicine Study (CITIES): rationale for a tailored behavioral and educational pharmacist-administered intervention for achieving cardiovascular disease risk reduction,Telemedicine journal and e-health,"Zullig, LL; Melnyk, SD; Stechuchak, KM; McCant, F; Danus, S; Oddone, E; Bastian, L; Olsen, M; Edelman, D; Rakley, S; et al.","BACKGROUND: Hypertension, hyperlipidemia, and diabetes are significant, but often preventable, contributors to cardiovascular disease (CVD) risk. Medication and behavioral nonadherence are significant barriers to successful hypertension, hyperlidemia, and diabetes management. Our objective was to describe the theoretical framework underlying a tailored behavioral and educational pharmacist‐administered intervention for achieving CVD risk reduction. MATERIALS AND METHODS: Adults with poorly controlled hypertension and/or hyperlipidemia were enrolled from three outpatient primary care clinics associated with the Durham Veterans Affairs Medical Center (Durham, NC). Participants were randomly assigned to receive a pharmacist‐administered, tailored, 1‐year telephone‐based intervention or usual care. The goal of the study was to reduce the risk for CVD through a theory‐driven intervention to increase medication adherence and improve health behaviors. RESULTS: Enrollment began in November 2011 and is ongoing. The target sample size is 500 patients. CONCLUSIONS: The Cardiovascular Intervention Improvement Telemedicine Study (CITIES) intervention has been designed with a strong theoretical underpinning. The theoretical foundation and intervention are designed to encourage patients with multiple comorbidities and poorly controlled CVD risk factors to engage in home‐based monitoring and tailored telephone‐based interventions. Evidence suggests that clinical pharmacist‐administered telephone‐based interventions may be efficiently integrated into primary care for patients with poorly controlled CVD risk factors.",
92357225,https://sysrev.com/p/121730/article/92357225,Improving Chronic Disease Outcomes Through Medication Therapy Management in Federally Qualified Health Centers.,Journal of Primary Care & Community Health,"Rodis, Jennifer L.; Sevin, Alexa; Awad, Magdi H.; Porter, Brianne; Glasgow, Kyle; Hornbeck Fox, Carrie; Pryor, Barbara","Introduction: Appropriate management of chronic diseases, including proper use of medications, can lead to better disease control, decrease disease-related complications, and improve overall health. Pharmacists have been shown to positively affect chronic disease outcomes through medication therapy management (MTM). The primary objectives of this project are to increase the number of patients with (1) A1c in control and (2) blood pressure in control; secondary objectives are to (3) describe number and type of medication-related problems identified and resolved by pharmacists providing MTM in Federally Qualified Health Centers (FQHCs), (4) identify potential (pADEs) and actual adverse drug events (ADEs), and refer patients to diabetes self-management education classes, as needed. Methods: This multisite, prospective, descriptive pilot study engaged three FQHC sites with distinct models of established pharmacist MTM services to care for patients with uncontrolled diabetes and/or hypertension. Data were reported in aggregate regarding primary and secondary outcomes. Results: As of December 2015, 706 patients were enrolled in the project. Of the 422 with uncontrolled diabetes, 52.84% (n = 223) had an A1c <9%; 72 patients (17.06%) achieved an A1c between 8% and 9%, 19.19% (n = 81) of patients achieved an A1c <8% and ≥7%, and 16.59% (n = 70) of patients achieved an A1c <7%. The percentage of patients with blood pressure <140/90 mm Hg improved to 65.21%. Conclusion: Pharmacist-provided MTM can improve chronic disease intermediate outcomes for medically underserved patients in FQHCs.",
92357226,https://sysrev.com/p/121730/article/92357226,Medical clinics versus usual care for patients with both diabetes and hypertension: a randomized trial,Annals of internal medicine,"Edelman, D; Fredrickson, SK; Melnyk, SD; Coffman, CJ; Jeffreys, AS; Datta, S; Jackson, GL; Harris, AC; Hamilton, NS; Stewart, H; et al.","BACKGROUND: Group medical clinics (GMCs) are widely used in the management of diabetes and hypertension, but data on their effectiveness are limited. OBJECTIVE: To test the effectiveness of GMCs in the management of comorbid diabetes and hypertension. DESIGN: Randomized, controlled trial. (ClinicalTrials.gov registration number: NCT00286741) SETTING: 2 Veterans Affairs Medical Centers in North Carolina and Virginia. PATIENTS: 239 patients with poorly controlled diabetes (hemoglobin A(1c) [HbA(1c)] level > or =7.5%) and hypertension (systolic blood pressure >140 mm Hg or diastolic blood pressure >90 mm Hg). INTERVENTION: Patients were randomly assigned within each center to either attend a GMC or receive usual care. Clinics comprised 7 to 8 patients and a care team that consisted of a primary care general internist, a pharmacist, and a nurse or other certified diabetes educator. Each session included structured group interactions moderated by the educator. The pharmacist and physician adjusted medication to manage each patient's HbA(1c) level and blood pressure. MEASUREMENTS: Hemoglobin A(1c) level and systolic blood pressure, measured by blinded research personnel at baseline, study midpoint (median, 6.8 months), and study completion (median follow‐up, 12.8 months). Linear mixed models, adjusted for clustering within GMCs, were used to compare HbA(1c) levels and systolic blood pressure between the intervention and control groups. RESULTS: Mean baseline systolic blood pressure and HbA(1c) level were 152.9 mm Hg (SD, 14.2) and 9.2% (SD, 1.4), respectively. At the end of the study, mean systolic blood pressure improved by 13.7 mm Hg in the GMC group and 6.4 mm Hg in the usual care group (P = 0.011 by linear mixed model), whereas mean HbA(1c) level improved by 0.8% in the GMC group and 0.5% in the usual care group (P = 0.159). LIMITATION: Measurements of effectiveness may have been limited by concomitant improvements in the usual care group that were due to co‐intervention. CONCLUSION: Group medical clinics are a potent strategy for improving blood pressure but not HbA(1c) level in diabetic patients. PRIMARY FUNDING SOURCE: U.S. Department of Veterans Affairs Health Services Research and Development Service.",
92357228,https://sysrev.com/p/121730/article/92357228,Evaluation of a diabetes management program using selected HEDIS measures,Journal of the American Pharmacists Association : JAPhA,"Planas, LG; Crosby, KM; Farmer, KC; Harrison, DL","OBJECTIVE: To evaluate the efficacy of a community‐based, pharmacist‐directed diabetes management program among managed care organization enrollees using National Committee for Quality Assurance (NCQA)‐Healthcare Effectiveness Data and Information Set (HEDIS) performance measures. DESIGN: Randomized controlled trial. SETTING: Regional community pharmacy chain in Tulsa, OK, from November 2005 to July 2007. PATIENTS: 52 participants with diabetes and hypertension who were enrolled in a managed care organization. INTERVENTION: Diabetes management versus standard care. MAIN OUTCOME MEASURES: Comprehensive diabetes care measures of glycosylated hemoglobin (A1C <7.0%), blood pressure (<130/80 mm Hg), and low‐density lipoprotein (LDL) cholesterol (<100 mg/dL). A composite research outcome of success was created by determining whether a participant achieved two of the three HEDIS goals at the end of 9 months. RESULTS: 46.7% of intervention group participants achieved the A1C goal, while 9.1% of control group participants achieved the goal ( P < 0.002). More than one‐half (53.3%) of intervention participants achieved the blood pressure goal compared with 22.7% of control participants ( P < 0.02). Among control group participants, 50% achieved the LDL cholesterol goal compared with 46.67% of intervention group participants. The odds of the intervention group attaining the composite goal were 5.87 times greater than the control group. CONCLUSION: A community pharmacy‐based diabetes management program was effective in achieving A1C and blood pressure goals measured by NCQA‐HEDIS performance standards. Program participants were statistically significantly more likely to achieve two of three HEDIS standards during a 9‐month period.",
92357229,https://sysrev.com/p/121730/article/92357229,"Hypertension-Focused Medication Therapy Management: A Collaborative Pilot Program Uniting Pharmacists, Public Health, and Health Insurers in Wisconsin.",Prev Chronic Dis,"Thompson, Hailey; Swander, Lena; Cohen, Rebecca; Lukazewski, Alan; Bartholow, Tim; Pesik, Mary; Trapskin, Kari","Heart disease and stroke are leading causes of death and disability in the United States, and high blood pressure is a major risk factor for both. Community  pharmacists are readily positioned to improve cardiovascular health through  services such as medication therapy management and self-management education. In  2018, the Pharmacy Society of Wisconsin, the Wisconsin Division of Public Health,  and NeuGen, a not-for-profit health insurer, piloted a pharmacist-led medication  therapy management program for people with hypertension in partnership with 8  community pharmacies. We evaluated changes in use of blood pressure  self-management tools and barriers to antihypertensive medication adherence  before and after medication therapy management services. Participant satisfaction  was also assessed for the 59 participants at the end of the program. We observed  improvements in self-reported use of self-management tools, reductions in  medication adherence barriers, and high satisfaction with pharmacist care. This  collaborative pilot resulted in sustainable reimbursement for participating  pharmacies delivering medication therapy management services to eligible NeuGen  members.",
92357231,https://sysrev.com/p/121730/article/92357231,Evaluation of an Academic-Community Partnership to Implement MTM Services in Rural Communities to Improve Pharmaceutical Care for Patients with Diabetes  and/or Hypertension.,J Manag Care Spec Pharm,"Johnson, Melissa; Jastrzab, Rebecca; Tate, Jared; Johnson, Kate; Hall-Lipsy, Elizabeth; Martin, Rose; Taylor, Ann M.; Warholak, Terri","BACKGROUND: Although the current methods of medication therapy management (MTM) delivery have demonstrably improved therapeutic, safety, economic, and humanistic  health outcomes, patient- and prescriber-level barriers persist, limiting its  reach and effectiveness. OBJECTIVE: To assess telephonic- and community-based  clinical pharmacy services in improving health indicators for rural, underserved  patients. METHODS: In 2014, an established MTM provider created a novel,  collaborative pilot program with independent retail and community health center  pharmacies to provide comprehensive, telephonic MTM services to rural Arizonans.  This pilot program used a combined telephonic- and community-based pharmacist  approach in the provision of MTM services for rural, underserved Arizona  populations. Adults with diabetes mellitus and/or hypertension, seen by a  prescriber or who filled prescriptions at a contracted, rural facility in 2014,  were eligible to participate. Initial MTM telephonic consultations were  conducted, and recommendations were communicated to patients' prescribers and/or  pharmacists. Patients received a follow-up telephone call at standard intervals,  depending on risk severity. RESULTS: A total of 517 patients participated, and  237 medication-related and 1,102 health promotion interventions were completed.  Positive trends were observed in fasting blood glucose, postprandial glucose, and  diastolic blood pressure. Broad variation in prescriber acceptance of pharmacist  recommendations was observed (27%-60%). CONCLUSIONS: Study results provide  initial evidence to support the efficacy of collaborative efforts in the  provision of MTM services for improving health indicators and safety measures  while potentially reducing health care disparities. While the results are  encouraging, future research is warranted in more diverse populations and  settings. DISCLOSURES: This work was supported in part by funding from the  Centers for Disease Control and Prevention via a multiyear, interagency grant  from the Arizona Department of Health Services. The findings and conclusions  presented in this article are those of the authors and do not necessarily  represent the official position of the Centers for Disease Control and Prevention  nor the Arizona Department of Health Services. Study concept and design were  contributed by M. Johnson, Jastrzab, Hall-Lipsy, Martin, and Warholak. M. Johnson  took the lead in data collection, along with K. Johnson, Martin, Jastrzab, and  Hall-Lipsy. Data interpretation was performed by Jastrzab, Warholak, and Taylor.  The manuscript was written by K. Johnson, M. Johnson, and Jastrzab, along with  the other authors, and revised by M. Johnson, Tate, and Taylor, along with  Jastrzab, K. Johnson, and Hall-Lipsy. The data from this manuscript were  previously presented in poster and podium format by Jastrzab and Johnson at the  American Public Health Annual Meeting; Chicago, Illinois; October 31-November 4,  2015.",
